id,text,en_text,created_at,lang
1529719973689450496,✧LESSERAFIMNaverShoppingLivePhotocardsScan✧르세라핌포카사쿠라김채원허윤진sakurachaewonyunjinLESSERAFIM르세라핌htt…,✧LESSERAFIMNaverShoppingLivePhotocardsScan✧Leserafimpokasakurakimchaewon sakurachaewonyunjinLESSERAFIMleserafimhtt…,2022-05-26 07:03:57+00:00,ko
1529719939354898432,✧LESSERAFIMFearlessBenefitKpopmerchRoundPhotocardScan✧르세라핌포카사쿠라김채원허윤진sakurachaewonyunjinLESSER…,✧LESSERAFIMFearlessBenefitKpopmerchRoundPhotocardScan✧LeSeraFiMFearlessBenefitKpopmerchRoundPhotocardScan✧LeSeraFimpoCasakura Kimchaewon Heo Yunjin,2022-05-26 07:03:49+00:00,ko
1529719925014552576,✧LESSERAFIMFearlessBroadcastMusicBankPhotocardsScan✧르세라핌포카사쿠라김채원허윤진sakurachaewonyunjinLESSERAFIM…,✧LESSERAFIMFearlessBroadcastMusicBankPhotocardsScan✧LeserafimpokasakuraKimchaewonsakurachaewonyunjinLESSERAFIM…,2022-05-26 07:03:45+00:00,ko
1529719633603100672,대신르세라핌앨범과잡지두권을샀지요,"Instead, I bought the Le Seraphim album and two magazines.",2022-05-26 07:02:36+00:00,ko
1529719105179512832,근데지금서울시내돌아다니면전부르세라핌소녀들처럼입고다니더라고여,"But now, when I walk around downtown Seoul, they all dress like Seraphim girls.",2022-05-26 07:00:30+00:00,ko
1529719015752409088,기사열독순위영탁회째위송가인·이찬원·레드벨벳웬디·르세라핌TOP기사열독영탁YoungTak송가인GaInSong이찬원LEECHANWON레드벨벳웬디RedVelvetWENDY르세라핌LESSERAFIM,Article Passion Reading Ranking Young Tak Song Ga-in·Lee Chan-won·Red Velvet Wendy·Le Seraphim TOP Knight Yeol Reading Young-tak YoungTak Song Ga-in GaInSong Lee Chan-wonLEECHANWONRed Velvet WendyRedVelvetWENDY Le Seraphim LESSERAFIM,2022-05-26 07:00:08+00:00,ko
1529718781286948865,아이즈원아이브르세라핌김민주민주은비권은비혜원강혜원나코히토미이채연안유진장원영예나최예나유리조유리채원김채원포카교환양도합니다교환은메인트랑아이브스테이씨미공포만받고양도는이상부터합니다sell한국주소,IZ*ONE Ive Seraphim Kim Min Joo Eun Bi Kwon Eun Bi Hye Won Kang Hye Won Na Kohitomi Yi Chae Yeon Yu Jin Jang Won Yeong Ye Na Choi Ye Na Yuri Jo Yuri Chae Won Kim Chae Won Pokka Exchange and transfer,2022-05-26 06:59:12+00:00,ko
1529718411667726336,LESSERAFIM르세라핌카즈하포토카드양도받습니다미공포미공개포카구매하고싶습니다일관우대제시해서디엠주세요즉입가능BUY,LESSERAFIM Leserafim Kazuha photo card is also accepted,2022-05-26 06:57:44+00:00,ko
1529718101704552450,르세라핌무대볼맛이남허윤진이넘잘하고옷이이뻐채원이가이뻐,"Le Seraphim’s stage cheeks are good, Heo Yoon-jin is very good and her clothes are pretty, Chae-won is pretty",2022-05-26 06:56:30+00:00,ko
1529717928974688257,투바투목요일의아이포카양도수빈포카범규렌티일괄구성•택미포가격•급처라싸게처분해요txt수빈연준범규태현휴닝카이포카헤이트엔드메스티어신나라사웨파스테엠투유럭드미공포위버스특전hatemessend처분판매교환bts방탄르세라핌,Tuba to Thursday&#39;s Ipoca transfer Subinpocar Beomgyurenty batch composition ·Taekmipo price ·Dispose of it cheaply.txt Soobin Yeonjunbeombeomgyutaehyun Huening Kaipoca Hate End Mestier Shinnarasawepa STEEM2U Luxe beauty siege bus special hatmessend disposition sale exchange bts bangtan le seraphim,2022-05-26 06:55:49+00:00,ko
1529717887250083841,ㅤㅤㅤ르세라핌사쿠라LILYBROWN봄화보사진☛☚,ㅤㅤㅤLe Seraphim Sakura LILYBROWN spring pictorial ☛☚,2022-05-26 06:55:39+00:00,ko
1529717676519608320,안방열직캠K르세라핌사쿠라FEARLESSLESSERAFIMSAKURAFanCam│SBSInkigayo사쿠…,FEARLESSLESSERAFIMSAKURAFanCam│SBSNkigayo Sakura…,2022-05-26 06:54:49+00:00,ko
1529717373674016768,아이즈원포카양도합니다구매원하시면디엠주세요아이브유진일레븐러브다이브아이즈원민주하늘위로환상동화파노라마여돌권은비은비사쿠라르세라핌김채원강혜원최예나이채연김민주나코히토미안유진장원영효정오마이걸폴라최리이달소whynot던던댄스조유리,"IZone Poca transfers, please DM if you would like to purchase Ive Eugene Eleven Love Dive IZ Won Min Joo Up to the Sky Fantasy Fairy Tale Panorama Yeo Dol Kwon Eun Bi Eun Bisakura Seraphim Kim Chae Won Kang Hye Won Choi Ye Na Chae Yeon Kim Min Joo Na Kohi Tomian Yujin Jang Won Young Hyo Jung Oh My Girl Paula Choi Lee Dal So Whyy Not Dun",2022-05-26 06:53:37+00:00,ko
1529717356108333056,완판시추첨덕자드림엔시티정우제노포카양도모든인증가능덤많이드려용selleng급처키링럭드에스파레드벨벳르세라핌아이브더보이즈스키즈엔하이픈투바투콜북…,"When sold out, lottery Deokja Dream NCT Jungwoo Jeno Poca transfer all certifications are possible. Give a lot of discount. Selleng class key ring Lucky Espa Red Velvet Le Seraphim Ive the Boys Skis N Hyphen to Bat to Call Book…",2022-05-26 06:53:33+00:00,ko
1529716863324024833,산리오더키월드코스튬시나모롤마이멜로디포카홀더각에양도합니다포카앨범교환미공포분철엑소방탄엔시티드림투바투레드벨벳스키즈에스파있지세븐틴트와이스블랙핑크sf더보…,Sanrio The Key World Costume Cinnamo Roll My Melody Poca Holder Gak Transfers Poca Album Exchange Unreleased Founcheol EXO Bulletproof NCT Dream To Bato Red Velvet Skis S Spa It Seventeen TWICE Blackpink sf Thebo…,2022-05-26 06:51:35+00:00,ko
1529716817702182913,스압르세라핌김가람옹호하다영혼까지털린디씨인,"Sapper Seraphim defending Kim Ga-ram, a DC-in whose soul was stolen",2022-05-26 06:51:24+00:00,ko
1529716809414238208,세븐틴위버스폼림뮤뱅공방대리합니다차만가능차마감실패시전액환불해드립니다수고비부터제시폼림경력마음함확인위버스폼림대리대리폼림르세라핌세븐틴,"Seventeen Weverse Formrim Represents Mubang Workshop. Only car is available. In case of failure to close the car, we will refund you in full.",2022-05-26 06:51:22+00:00,ko
1529716265824456704,르세라핌김가람학폭논란에결국인체제,Le Seraphim Kim Garam&#39;s academic violence controversy eventually led to the human system,2022-05-26 06:49:13+00:00,ko
1529716241077706752,산리오더키월드코스튬시나모롤마이멜로디포카홀더각에양도합니다포카앨범교환미공포분철엑소방탄엔시티드림투바투레드벨벳스키즈에스파있지세븐틴트와이스블랙핑크sf더보이즈호피폴라에이티즈몬스타엑스스테이씨산리오아이브엔하이픈르세라핌,Sanrio The Key World Costume Cinnamo Roll My Melody Poca Holder Gak Transfers Poca Album Exchange Unknown Pobu Cheol EXO Bangtan NCT Dream To V Two Red Velvet Skis SPA IT Seventeen TWICE Blackpink sf The Boyz Hopi Polar ATEEZ Monster X Stay Sanrio Ives and Hyphens Seraphim,2022-05-26 06:49:07+00:00,ko
1529716128913559552,르세라핌김가람학폭사건논란총정리해보니충격적인과거나이,Le Seraphim Kim Garam School Explosion Controversy Summing up a shocking past,2022-05-26 06:48:40+00:00,ko
1529716052094922752,카드뉴스르세라핌김가람학폭논란에결국인체제,"Card News Seraphim Kim Ga-ram In the end, the human system in the academic violence controversy",2022-05-26 06:48:22+00:00,ko
1529716016388788224,스압르세라핌김가람옹호하다영혼까지털린디씨인,"Sapper Seraphim defending Kim Ga-ram, a DC-in whose soul was stolen",2022-05-26 06:48:13+00:00,ko
1529716002329890817,헐그런가평론가들이엄청극찬했구나몰랐네나도르세라핌기대기대ㅋㅋ근데난들이닥치다라고이소설이더기대되는듯왜냐하면여긴비엘하는계정이니까시발안꺼져,I didn&#39;t know that the critics praised it so much.,2022-05-26 06:48:10+00:00,ko
1529714592381009920,관심과구설모두안은르세라핌SS이슈또다른가요관계자는“물론당사자는사실무근을주장하고있지만아이돌그룹에게치명타인학폭이슈가제기된사실만으로도하이브와르세라핌은부담을안게됐다”http…,"Another music official said, “Of course, the parties are claiming that the facts are groundless, but the fact that the fatal tyranny issue was raised to the idol group alone put a burden on Hive and War Seraphim.”",2022-05-26 06:42:34+00:00,ko
1529713961054052354,SimplyKPopCONTOURLESSERAFIM르세라핌FEARLESS피어리스EpviaYouTube…,SimplyKPopCONTOURLESSERAFIM Le Seraphim FEARLESS Fearless EpviaYouTube…,2022-05-26 06:40:03+00:00,ko
1529712620068294656,르세라핌팬덤명운제생겨요,Le Seraphim fandom good luck,2022-05-26 06:34:43+00:00,ko
1529711881405231104,김채원포카양도합니다All준등포준등기반택디엠주세용르세라핌아이즈원lesserafimfearlesspc사쿠라김채원허윤진카즈하김가람홍은채분철분할양도교환럭드엠투유사웨파스테케타포위버스샵미공포쇼피쇼라라자다특전공방홀로그램노멀채원,Kim Chae-won Poka transfers All semi-departmental poka taek DM Ju Se-yong Le Seraphim IZone lesserafimfearlesspc Sakura Kim Chae-won Heo Yun-jin Kazuha Kim Garam red silver chaewon iron split transfer exchange Lucky M2 Usa Wepa Steketa Fourwe Bus Shop Ungongpo Shop Show Lazada Special Workshop Hologram Normal Chaewon,2022-05-26 06:31:47+00:00,ko
1529711634360455168,diezchaewonimissyou르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,diezchaewonimissyouLes Seraphim Kim Chae-won Kim Chae-wonLe Seraphim Kim Chae-wonlesserafimIMLESSERAFIM,2022-05-26 06:30:48+00:00,ko
1529711468924608512,nuevechaewoniloveyousomuch르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,nuevechaewoniloveyousomuchLee Seraphim Kim Chae-won Kim Chae-wonLe Seraphim Kim Chae-wonlesserafimIMLESSERAFIM,2022-05-26 06:30:09+00:00,ko
1529711356697534464,ochoweloveyouchaewon르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,ochoweloveyouchaewonLee Seraphim Kim Chaewon Kim ChaewonLe Seraphim Kim ChaewonlesserafimIMLESSERAFIM,2022-05-26 06:29:42+00:00,ko
1529711308219617280,르세라핌위버스재팬포카분철양도현재일본배대지에있음채원x사쿠라카즈하윤진x은채가람,Le Seraphim Weverse Japan Pokabun Cheol Transfer is currently on the ship site in Japan Chaewon x Sakura Kazuha Yunjin x Eunchae Garam,2022-05-26 06:29:31+00:00,ko
1529711280122216449,sietechaewonteamomuchohermosa르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,sietechaewonteamomuchohermosaLesserafim Kim Chaewon Kim ChaewonLeseraphim Kim ChaewonlesserafimIMLESSERAFIM,2022-05-26 06:29:24+00:00,ko
1529711154968158209,르세라핌FEARLESS김가람포카양도합니다사운드웨이브사웨럭드엠투유럭드위버스홀로그램입니다최대한일괄로양도하고싶고일괄시모든포카에드릴게용각각은제시해주시면부르시는가격에거의드려요DM주세요,"Le Seraphim FEARLESS Kim Garampoka I will transfer it. This is a hologram of Soundwave Company, Weruck De M2U, Luck De Weverse. I want to transfer as much as possible, and I will give it to all Pokas in bulk. If you present each one, I will give you almost the asking price Please DM",2022-05-26 06:28:54+00:00,ko
1529711140057530369,seischaewonissocute르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,seischaewonissocuteLesseraphim Kim Chaewon Kim ChaewonLes Seraphim Kim ChaewonlesserafimIMLESSERAFIM,2022-05-26 06:28:51+00:00,ko
1529711122756308995,르세라핌노래괜히들음중독성장난아니라계속머리에맴돌아,"Listening to Le Seraphim’s song for nothing, it’s not an addiction, it’s still lingering in my head",2022-05-26 06:28:46+00:00,ko
1529711054200406016,이거보고도무시하고르세라핌빠는애들있으면내심실망하고손절할것같음물론다른멤버들도피해를입은셈이고오랫동안데뷔를기다려온팬들도많지만얘가르세라핌이라는그룹에남아있는한보이콧안하고계속소…,"If I ignore this and have children like Le Seraphim, I will be disappointed and lose my heart. Of course, other members have also suffered damage, and there are many fans who have been waiting for their debut for a long time, but as long as he remains in the group called Gar Seraphim, he will not boycott and continue…",2022-05-26 06:28:30+00:00,ko
1529711047371894784,Cincochaewonisthebestgirl르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,CincochaewonisthebestgirlLe Seraphim Kim Chae-won Kim Chae-wonLe Seraphim Kim Chae-wonlesserafimIMLESSERAFIM,2022-05-26 06:28:29+00:00,ko
1529710951083266050,cuatrochaewontesupermegaamo르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,cuatrochaewontesupermegaamoLes Seraphim Kim Chae-won Kim Chae-wonLe Seraphim Kim Chae-wonlesserafimIMLESSERAFIM,2022-05-26 06:28:06+00:00,ko
1529710940195033088,탑꾸스꾸양도판매방탄스키즈더보이즈엔시티투바투크래비티세븐틴스테이씨레드벨벳블랙핑크빌리트와이스있지아이브예나유리에스파진윤기호석남준지민태형정국아이들몬스타엑스르세라핌콜북드볼스티커원영엔믹스앙스타D스티커탑꾸포카폴꾸커미션케플러,Top Kousuku Transfer Sales Bangtan Skis The Boys NCT Two Bats CRAVITY Seventeen Stay C Red Velvet Black Pink Billy Twice ITZY Ive Yena Yuri Espajin Yoon Ki Hoseok Nam June Jimin Tae Hyung Jungkook Kids Monster X Le Seraphim Call Booked Ball Sticker Wonyoung N Mix Enstar D Sticker Top Kupoka Pole Kuk Commission Kepler,2022-05-26 06:28:03+00:00,ko
1529710919294816258,르세라핌人체제활동에도밝은분위기포토연예르세라핌人,Le Seraphim People Bright atmosphere for system activities Photo Artists Le Seraphim people,2022-05-26 06:27:58+00:00,ko
1529710886054768641,Treschaewonisverytalented르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,TreschaewonisverytalentedLe Seraphim Kim Chae-won Kim Chae-wonLe Seraphim Kim Chae-wonlesserafimIMLESSERAFIM,2022-05-26 06:27:50+00:00,ko
1529710800058949633,doschaewonisagoodsinger르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,doschaewonisagoodsingerLe Seraphim Kim Chae-won Kim Chae-wonLe Seraphim Kim Chae-wonlesserafimIMLESSERAFIM,2022-05-26 06:27:30+00:00,ko
1529710726826405890,unoteamochaewonunodos르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,unoteamochaewonunodosLe Seraphim Kim Chae-Won Kim Chae-WonLe Seraphim Kim Chae-WonlesserafimIMLESSERAFIM,2022-05-26 06:27:12+00:00,ko
1529710611784814592,“오늘도예쁜핌둥이들”…르세라핌‘학폭논란’김가림제외→인체제활동근황르세라핌LESSERAFIM김가람르세라핌데뷔FEARLESS,“Today’s pretty pimps”… Le Seraphim&#39;s &#39;school violence controversy&#39; Excludes Kim Ga-rim → Human system activities LESSERAFIM Kim Ga-ram Le Seraphim debut,2022-05-26 06:26:45+00:00,ko
1529710390485331973,안방열직캠K르세라핌사쿠라FEARLESSLESSERAFIMSAKURAFanCam│SBSInkigayผ่านYouTube,FEARLESSLESSERAFIMSAKURAFanCam│SBSNigayผ่านYouTube,2022-05-26 06:25:52+00:00,ko
1529710231147540481,팝콘게임즈카드슬리브하드×개당양도해요준등기개까지반택일반택배우체국택배목요일발송popcorngamessleeveshardsell공구판매포카세븐틴엔시티드림더보이즈스키즈방탄엑소아이브에스파르세라핌svtncttbztxtbtsopp,Popcorn Games Card sleeve hard x per unit transfer required until registered mail delivery by courier delivery Thursday popcorngamessleeveshardsell tool sales Poker Seventeen NCT Dream The Boys Skis BTS EXO Ives Spar Seraphim svtncttbztxtbtsopp,2022-05-26 06:25:14+00:00,ko
1529710190337044482,TSㅅ챔ㅍ언르세라핌FEARLESS엔딩iHFEARLESS르세라핌LESSERAFIM,TS champ le seraphim FEARLESS ending iHFEARLESS le seraphim LESSERAFIM,2022-05-26 06:25:04+00:00,ko
1529710159035269120,저거찐같은게르세라핌내에서릴레이칭찬해줄때김가람이사쿠라칭찬해주는거였는데굳이성형한부분만콕집어서“눈이크고…코도엄청높고…”예쁘다도아님하면서위아래로훑다가자기혼자빵터져서웃음멤…,"Kim Garam complimented Sakura when they praised relay within the fat-like gerseraphim, but I dared to pinpoint only the plasticized part and say, “Your eyes are big… The nose is very high... “I looked up and down while saying I wasn’t pretty, and then I burst out laughing by myself…",2022-05-26 06:24:57+00:00,ko
1529710089246068737,미디어펜엠카운트다운라인업강다니엘·라잇썸·르세라핌·밴디트·아스트로·ABIX·예린·클라씨·효연등HYOYEONGirlsGeneration소녀시대SNSDSNSDNEWS,"Media Pen M Countdown Lineup: Daniel Kang, Light Some, Le Seraphim, Bandit, Astro, ABIX, Yerin, Classie, Hyoyeon, etc. HYOYEONGirlsGeneration Girls&#39; Generation SNSSDSNSDNEWS",2022-05-26 06:24:40+00:00,ko
1529710039342415872,ㅤㅤㅤ르세라핌소녀들은왜인어공주가되었나☛☚,ㅤㅤㅤ Why did the seraphim girls become mermaid princesses☛☚,2022-05-26 06:24:28+00:00,ko
1529709911088984064,핫핑쿠르세라핌LESSERAFIMKIMCHAEWON김채원,Hot Pink Seraphim LESSERAFIMKIMCHAEWON Kim Chae-won,2022-05-26 06:23:58+00:00,ko
1529709513745612800,fancamstudiochoom르세라핌김채원김채원르세라핌김채원lesserafimIMLESSERAFIM,fancamstudiochoomLe Seraphim Kim Chae-won Kim Chae-wonLe Seraphim Kim Chae-wonlesserafimIMLESSERAFIM,2022-05-26 06:22:23+00:00,ko
1529720059454599169,오만가지매력이활짝핀짱세라핌의매력을오직단한단어로만정의할수있다면••그사람에겐최소노벨상은줘야할거예요그렇게년동안상을탄사람은없었다고한다•••THES…,"If I could define the charm of a seraphim with 50,000 charms in full bloom with just one word, I would have to give him at least a Nobel Prize.",2022-05-26 07:04:17+00:00,ko
1529719961186209792,★회더쇼초이스후보①아니여러분핌둥이들이랑더쇼랑분명히같이꽃가게가서꽃을훔쳤는데••왜더쇼만잡혔죠THESHOW더쇼LESSERAFIMFEARLESSless…,"★The Show Choice Candidates ① No, everyone, the show and the show were obviously going to the flower shop and stealing flowers.",2022-05-26 07:03:54+00:00,ko
1529720701921288192,연극뮤지컬콘서트대리티켓팅폼림해드립니다용병이라고생각해주세요매크로직링사용합니다선입금수고비메트양식대로디엠주세요선예매공방사녹폼림신우박지훈투바투효연르세라핌이펙스원어스베리베리유나이트클라씨엔시티드림아스트로세븐틴아이들댈티,I will make a ticketing form for the theater musical concert. Please think of me as a mercenary. I will use the macro ring. Please DM me according to the pre-deposit and gobimet form.,2022-05-26 07:06:50+00:00,ko
1529720141919158272,르세라핌사쿠라쇼케이스입장포카양도합니다준등기반택sell사쿠라김채원허윤진카즈하김가람홍은채피어리스,Le Seraphim Sakura Showcase Entrance Poka transfers Jun Jung Ki Taek Sell Sakura Kim Chae Won Heo Yun Jin Kazuha Kim Garam Garam Hong Eun Cha Peerless,2022-05-26 07:04:37+00:00,ko
1529721146609872896,기사방탄소년단컬래버‘FATES’운명으로묶인일곱소년스토리필름공개BTS방탄소년단FATESFATESHYBE,Articles BTS collaborator &#39;FATES&#39; story film of seven boys bound by fate BTS FATESFATESHYBE,2022-05-26 07:08:36+00:00,ko
1529721814909431808,단단한껍질을깨고세상의주목아래데뷔한걸그룹르세라핌의더블유월호선공개화보LESSERAFIM르세라핌Wkorea,"Girl group Le Seraphim, who broke the hard shell and debuted under the world&#39;s attention, is a public pictorial for the W.",2022-05-26 07:11:16+00:00,ko
1529721899353538560,LESSERAFIMOFFICIALMERCH르세라핌공식MD분철합니다MD구매완료했습니다가람배송비르세라핌사쿠라김채원채원허윤진카즈하김가람홍은채양도포카공굿분철MD공식엽서스티커옵챗가람으로들어와주세요,LESSERAFIMOFFICIALMERCH LESSERAFIM OFFICIALMERCH Official MD Buncheol MD Purchase Complete Garam Delivery Bir Seraphim Sakura Kim Chaewon Chae Won Heo Yunjin Kazuha Kim Garam Hong Eun Chae Yang Dopoka Gong Good Bun Cheol MD Official Postcard Sticker Please come to Opchat Garam,2022-05-26 07:11:36+00:00,ko
1529722245169684485,뜨거운에너지르세라핌LESSERAFIMLESSERAFIM김채원허윤진홍은채,Hot Energy LESSERAFIMLESSERAFIM Kim Chae-won Heo Yoon-jin Hong Eun-chae,2022-05-26 07:12:58+00:00,ko
1529722098519683072,뜨거운에너지르세라핌LESSERAFIMLESSERAFIM김채원허윤진홍은채,Hot Energy LESSERAFIMLESSERAFIM Kim Chae-won Heo Yoon-jin Hong Eun-chae,2022-05-26 07:12:23+00:00,ko
1529722572426059781,𝐇𝐀𝐏𝐏𝐘𝐇𝐎𝐒𝐇𝐈𝐃𝐀𝐘𝐌𝐀𝐑𝐈𝐍𝐄𝐂𝐎𝐅𝐅𝐄𝐄빅히트사옥점HYBEMarine호시의번째생일을축하하기위해생일카페이벤트를진행합니다ఇ◝‿◜ఇ호랑이생…,𝐇𝐀𝐏𝐏𝐘𝐇𝐎𝐒𝐇𝐈𝐃𝐀𝐘𝐌𝐀𝐑𝐈𝐍𝐄𝐂𝐎𝐅𝐄Celebrating this big birthday to celebrate HY…,2022-05-26 07:14:16+00:00,ko
1529722106207821824,BTS에대한소문이무엇이든믿지마세요BTS에서직접또는HybeEntertainment의공식정보를믿으십시오,"Do not believe whatever rumors are about BTS, either directly from BTS or trust official information from Hybe Entertainment",2022-05-26 07:12:25+00:00,ko
1529722362450804736,뜨거운에너지르세라핌LESSERAFIM,hot energy LESSERAFIM,2022-05-26 07:13:26+00:00,ko
1529723104750370816,garamout미친놈이미다른사람을괴롭히고도자신을피해자로삼으려고합니까어서퇴열해요홍보돈을낭비하지말아요,garamout Are you already harassing others and still trying to make yourself a victim?,2022-05-26 07:16:23+00:00,ko
1529724183777005568,dasonitae국민을개돼지로보는회사죠물어뜯을거던져주고여론조작FreeVfromHybeFREETAEHYUNGfreetaehyung하이브재재계약반대LEAVETAEHYUNGALONE…,dasonitae A company that treats the people as dogs and pigs Biting and throwing them away and manipulating public opinion,2022-05-26 07:20:40+00:00,ko
1529723978935201792,dasonitae국민을개돼지로보는회사죠물어뜯을거던져주고여론조작FreeVfromHybeFREETAEHYUNGfreetaehyung하이브재재계약반대LEAVETAEHYUNGALONEBOYCOTTHYBENOHYBEFreeTaehyungFromhybeFREETAEHYUNGFROMHYBEFREETAEHYUNGFROMCOMPANYSTANfreeVfromBTS김가람학폭정바비아웃,dasonitae 을 을 개 돼지 로 보는 회사 회사 물어 뜯을 거 던져 주고 조작 조작 FreeVfromHybeFREETAEHYUNGfreetaehyung 하이브 재 재계약 LEAVETAEHYUNGALONEBOYCOTTHYBENOHYBEFreeTaehyungFromhybeFHYF,2022-05-26 07:19:52+00:00,ko
1529724238839816192,wkoreaInstagramUpdatewithChaewon협찬ltattentiongt단단한껍질을깨고세상의주목아래데뷔한걸그룹르세라핌LESSERAFIM르세라핌LESSERAFIM김채원채원チェウォンKIMCHAEWONChaewon,wkoreaInstagramUpdatewithChaewonSponsoredltattentiongtGirl group Le Seraphim that broke the hard shell and debuted under the world&#39;s attention,2022-05-26 07:20:54+00:00,ko
1529723996077494272,ʚfearlessbaseballverɞ그루트lesserafim르세라핌sakura사쿠라,ʚfearlessbaseballverɞGrootlesserafimleSeraphimsakurasakura,2022-05-26 07:19:56+00:00,ko
1529724687424507904,ㅤㅤㅤ르세라핌사쿠라와윤진이는엉덩이를때리는것을좋아한다☛☚,ㅤㅤㅤLe Seraphim Sakura and Yoonjin like to slap their ass☛☚,2022-05-26 07:22:41+00:00,ko
1529724628263763968,르세라핌학폭가해자김가람탈퇴안하나요이렇게또피해자들이김가람보면서김가람이괴롭혔던시간떠올리면서고통속에서살아가야하나요진심어린사과로도모자를판에법적대응하겠다는말에다데뷔를시…,Do the victims of the Le Seraphim bullying leave Kim Ga-ram again? Do they have to live in pain while looking at Kim Ga-ram and remember the time she harassed?,2022-05-26 07:22:26+00:00,ko
1529724333178101760,르세라핌레세라핌포카포토카드미공포럭드럭키드로우사운드웨이브네이브쇼핑라이브네쇼라엠투유파워스테이선LeserafimpocaphtocardpobUnpearnedLuckyDrawSoundWaveNavyShoppingLiveNeshoraMUPowerStationsell럭드재질상기스괜찮으신분만,LeserafimpocaphtocardpobUnpearnedLuckyDrawSoundWaveNavyShoppingLiveNeshoraMUPowerStationsellLuck Material Above only,2022-05-26 07:21:16+00:00,ko
1529723817501036544,ㅤㅤㅤ르세라핌순백의카즈하채원☛☚,ㅤㅤㅤLe Seraphim Pure White Kazuha Chaewon☛☚,2022-05-26 07:19:13+00:00,ko
1529723633072975872,프리쿠라커미션스트레이키즈스키즈투바투더보이즈엔시티엔하이픈에이티즈세븐틴방탄소년단데이식스아스트로트레저크래비티베리베리비투비엑소에스파르세라핌케플러스테이씨엔믹스양도스티커포카,Prekura Commission Stray Kids Skis 2 Va to the Boys NCT N Hyphen ATEEZ Seventeen BTS Day6 ASTRO TREASURE CRAVITY VERIVERY BTOB EXO SPAR Seraphimke Plus Stay CN Mix Transfer Sticker Poca,2022-05-26 07:18:29+00:00,ko
1529723379238211585,모든대리티켓팅•취켓팅•폼림버튼림위버스문의받아요공지안뜬공연미리예약가능뮤지컬데스노트•웃는남자•지킬앤하이드•메이사의노래엔시티나훈아제이비팬콘서트임영웅르세라핌투바투콘서트세븐틴더보이즈배구농구야구축구토트넘내한경력마음함댈티양도,All agency ticketing · Chucketing · Form Rim Button Rim We Bus Inquiry Reservation for unreleased performances Musical Death Note · The Man Who Laughs · Jekyll and Hyde · Meisa&#39;s Song NCT Na Hoon JB Fan Concert Im Hero Le Seraphim to Batou Concert Seventeen The Boys Volleyball Basketball Baseball Soccer Tottenham Hotspur Korea Career Heart Hamm Dalti Yangdo,2022-05-26 07:17:29+00:00,ko
1529722680454225921,ㅤㅤㅤ르세라핌허윤진의바이커쇼츠입은엉덩이가돋보인다☛☚,ㅤㅤㅤ Le Seraphim Heo Yoon-jin&#39;s butt in biker shorts stands out☛☚,2022-05-26 07:14:42+00:00,ko
1529724686497550337,Garamㅋㅋㅋㅋㅋㅋㅋㅋ,Garam hahahahahahahaha,2022-05-26 07:22:40+00:00,ko
1529724597637369856,Garam나도안가고싶은데아빠가가래,"Garam I don&#39;t want to go either, but Daddy wants to go.",2022-05-26 07:22:19+00:00,ko
1529724691882995712,투바투포카양도장이상거래준등기끼택반택sellbuy수빈연준럭드휴닝카이범규태현yeonjunbeomgyusoobinhueningkaitaehyunmesshateend…,Tuba Tupoka transfer studio trades semi-registered kit delivery service sellbuy Soobin Yeonjun Lucde Huening Kai Beomgyu Taehyunyeonjunbeomgyusoobinhueningkaitaehyunmesshateend…,2022-05-26 07:22:42+00:00,ko
1529725404042276864,쇼챔피언LESSERAFIMKIMCHAEWON김채원,Show Champion LESSERAFIMKIMCHAEWON Kim Chae-won,2022-05-26 07:25:31+00:00,ko
1529725359783956481,slay즈LESSERAFIM김채원CHAEWON,slays LESSERAFIM Kim Chae-won CHAEWON,2022-05-26 07:25:21+00:00,ko
1529725310165319681,알라잌킷알라잌킷라잌댓LESSERAFIMHUHYUNJIN,All-a-cake kit All-a-cake kit-like that LESSERAFIMHUHYUNJIN,2022-05-26 07:25:09+00:00,ko
1529725289856905216,안녕하세요쏘스뮤직입니다LESSERAFIM첫번째미니앨범‘FEARLESS’프로모션의일환으로월일월시KST공개예정이었던르세라핌데뷔트레일러DEBUTTRAILER가월일…,"Hello, this is Source Music. As part of the promotion of LESSERAFIM&#39;s first mini-album &#39;FEARLESS&#39;, the debut trailer DEBUTTRAILER, which was scheduled to be released on KST on Monday, Monday, Monday will be...",2022-05-26 07:25:04+00:00,ko
1529725257564663808,인기가요잘봤어요오늘의상맘에들어LESSERAFIMCHAEWON김채원,"I enjoyed Inkigayo, I like today&#39;s award LESSERAFIMCHAEWON Kim Chae-won",2022-05-26 07:24:56+00:00,ko
